Frequency,Age,Conductivity_Mean,RelativePermittivity_Mean,Label,Orientation_Transverse,Disease_ActRIIB,Disease_MDX,Disease_PBS,Disease_SMA
126000,43,0.133108281,6411.537442,0,TRUE,FALSE,TRUE,FALSE,FALSE
126000,6,0.409375757,12160.25131,0,FALSE,FALSE,TRUE,FALSE,FALSE
126000,6,0.292939182,13875.01124,0,TRUE,FALSE,TRUE,FALSE,FALSE
126000,40,0.18614737,6203.071255,0,FALSE,FALSE,FALSE,FALSE,TRUE
126000,40,0.079445904,5785.7618,0,TRUE,FALSE,FALSE,FALSE,TRUE
150000,16,0.173558575,12756.38542,0,FALSE,FALSE,FALSE,FALSE,FALSE
150000,16,0.162301215,13034.98785,0,TRUE,FALSE,FALSE,FALSE,FALSE
150000,18,0.170726613,15458.0782,0,FALSE,FALSE,FALSE,FALSE,FALSE
150000,18,0.139778291,11855.43734,0,TRUE,FALSE,FALSE,FALSE,FALSE
150000,8,0.325970427,19846.35539,0,FALSE,FALSE,FALSE,FALSE,FALSE
150000,8,0.179122703,15863.0285,0,TRUE,FALSE,FALSE,FALSE,FALSE
150000,10,0.446527601,12191.90288,0,FALSE,FALSE,TRUE,FALSE,FALSE
150000,10,0.320491304,12592.76806,0,TRUE,FALSE,TRUE,FALSE,FALSE
150000,13,0.500420977,13777.93185,0,FALSE,FALSE,TRUE,FALSE,FALSE
150000,13,0.410984163,15873.18542,0,TRUE,FALSE,TRUE,FALSE,FALSE
150000,43,0.192834002,4263.99563,0,FALSE,FALSE,TRUE,FALSE,FALSE
150000,43,0.1387278,5598.114344,0,TRUE,FALSE,TRUE,FALSE,FALSE
150000,6,0.41870694,10492.29824,0,FALSE,FALSE,TRUE,FALSE,FALSE
150000,6,0.304717056,12272.64783,0,TRUE,FALSE,TRUE,FALSE,FALSE
150000,40,0.190494251,5373.257768,0,FALSE,FALSE,FALSE,FALSE,TRUE
150000,40,0.084357094,5122.325254,0,TRUE,FALSE,FALSE,FALSE,TRUE
178000,16,0.186684661,11300.04145,0,FALSE,FALSE,FALSE,FALSE,FALSE
178000,16,0.175957906,11722.54577,0,TRUE,FALSE,FALSE,FALSE,FALSE
178000,18,0.183235685,14053.69183,0,FALSE,FALSE,FALSE,FALSE,FALSE
178000,18,0.149336313,10787.61869,0,TRUE,FALSE,FALSE,FALSE,FALSE
178000,8,0.347436341,17468.38058,0,FALSE,FALSE,FALSE,FALSE,FALSE
178000,8,0.195222907,14270.73575,0,TRUE,FALSE,FALSE,FALSE,FALSE
178000,10,0.458535856,10350.85256,0,FALSE,FALSE,TRUE,FALSE,FALSE
178000,10,0.333131719,10983.98525,0,TRUE,FALSE,TRUE,FALSE,FALSE
178000,13,0.513944113,11817.22788,0,FALSE,FALSE,TRUE,FALSE,FALSE
178000,13,0.42665309,13808.10676,0,TRUE,FALSE,TRUE,FALSE,FALSE
178000,43,0.196781131,3698.951526,0,FALSE,FALSE,TRUE,FALSE,FALSE
178000,43,0.14449371,4866.632613,0,TRUE,FALSE,TRUE,FALSE,FALSE
178000,6,0.427996516,9078.661638,0,FALSE,FALSE,TRUE,FALSE,FALSE
178000,6,0.316885452,10823.18353,0,TRUE,FALSE,TRUE,FALSE,FALSE
178000,40,0.194670177,4678.960968,0,FALSE,FALSE,FALSE,FALSE,TRUE
178000,40,0.089457169,4498.650312,0,TRUE,FALSE,FALSE,FALSE,TRUE
212000,16,0.200938197,9900.587919,0,FALSE,FALSE,FALSE,FALSE,FALSE
212000,16,0.191433661,10426.21425,0,TRUE,FALSE,FALSE,FALSE,FALSE
212000,18,0.196779162,12695.68906,0,FALSE,FALSE,FALSE,FALSE,FALSE
212000,18,0.1597169,9774.420248,0,TRUE,FALSE,FALSE,FALSE,FALSE
212000,8,0.370930516,15205.14446,0,FALSE,FALSE,FALSE,FALSE,FALSE
212000,8,0.213511937,12724.27075,0,TRUE,FALSE,FALSE,FALSE,FALSE
212000,10,0.470758437,8734.318497,0,FALSE,FALSE,TRUE,FALSE,FALSE
212000,10,0.346419845,9494.069456,0,TRUE,FALSE,TRUE,FALSE,FALSE
212000,13,0.52779191,10074.64983,0,FALSE,FALSE,TRUE,FALSE,FALSE
212000,13,0.442953418,11923.81063,0,TRUE,FALSE,TRUE,FALSE,FALSE
212000,43,0.200896177,3198.955589,0,FALSE,FALSE,TRUE,FALSE,FALSE
212000,43,0.150496873,4200.762067,0,TRUE,FALSE,TRUE,FALSE,FALSE
212000,6,0.437489242,7833.991841,0,FALSE,FALSE,TRUE,FALSE,FALSE
212000,6,0.329858954,9463.42965,0,TRUE,FALSE,TRUE,FALSE,FALSE
212000,40,0.198676228,4083.577528,0,FALSE,FALSE,FALSE,FALSE,TRUE
212000,40,0.094781234,3922.959911,0,TRUE,FALSE,FALSE,FALSE,TRUE
253000,16,0.216033591,8589.786385,0,FALSE,FALSE,FALSE,FALSE,FALSE
253000,16,0.208566391,9156.880658,0,TRUE,FALSE,FALSE,FALSE,FALSE
253000,18,0.211089704,11401.33314,0,FALSE,FALSE,FALSE,FALSE,FALSE
253000,18,0.170449688,8799.426431,0,TRUE,FALSE,FALSE,FALSE,FALSE
253000,8,0.396227878,13070.12384,0,FALSE,FALSE,FALSE,FALSE,FALSE
253000,8,0.233689202,11224.29634,0,TRUE,FALSE,FALSE,FALSE,FALSE
253000,10,0.482713616,7325.046179,0,FALSE,FALSE,TRUE,FALSE,FALSE
253000,10,0.360099328,8148.413539,0,TRUE,FALSE,TRUE,FALSE,FALSE
253000,13,0.541633817,8554.40793,0,FALSE,FALSE,TRUE,FALSE,FALSE
253000,13,0.459662596,10235.20673,0,TRUE,FALSE,TRUE,FALSE,FALSE
253000,43,0.205109648,2747.823516,0,FALSE,FALSE,TRUE,FALSE,FALSE
253000,43,0.156664374,3591.803478,0,TRUE,FALSE,TRUE,FALSE,FALSE
253000,6,0.447155392,6750.068093,0,FALSE,FALSE,TRUE,FALSE,FALSE
253000,6,0.343412323,8218.344702,0,TRUE,FALSE,TRUE,FALSE,FALSE
253000,40,0.202702719,3569.85633,0,FALSE,FALSE,FALSE,FALSE,TRUE
253000,40,0.100480539,3393.622431,0,TRUE,FALSE,FALSE,FALSE,TRUE
302000,16,0.231499557,7386.117936,0,FALSE,FALSE,FALSE,FALSE,FALSE
302000,16,0.226858031,7946.532404,0,TRUE,FALSE,FALSE,FALSE,FALSE
302000,18,0.225942325,10227.43207,0,FALSE,FALSE,FALSE,FALSE,FALSE
302000,18,0.181537538,7914.715513,0,TRUE,FALSE,FALSE,FALSE,FALSE
302000,8,0.422884458,11100.64701,0,FALSE,FALSE,FALSE,FALSE,FALSE
302000,8,0.255278944,9793.900314,0,TRUE,FALSE,FALSE,FALSE,FALSE
302000,10,0.494468722,6139.659591,0,FALSE,FALSE,TRUE,FALSE,FALSE
302000,10,0.373905267,6968.003685,0,TRUE,FALSE,TRUE,FALSE,FALSE
302000,13,0.55526705,7254.821087,0,FALSE,FALSE,TRUE,FALSE,FALSE
302000,13,0.476404278,8768.370342,0,TRUE,FALSE,TRUE,FALSE,FALSE
302000,43,0.209241533,2361.117651,0,FALSE,FALSE,TRUE,FALSE,FALSE
302000,43,0.162773658,3053.763683,0,TRUE,FALSE,TRUE,FALSE,FALSE
302000,6,0.456753363,5828.40454,0,FALSE,FALSE,TRUE,FALSE,FALSE
302000,6,0.357439338,7108.027344,0,TRUE,FALSE,TRUE,FALSE,FALSE
302000,40,0.206487294,3147.436455,0,FALSE,FALSE,FALSE,FALSE,TRUE
302000,40,0.106065493,2922.980538,0,TRUE,FALSE,FALSE,FALSE,TRUE
359000,16,0.24654228,6321.791704,0,FALSE,FALSE,FALSE,FALSE,FALSE
359000,16,0.24543712,6833.521854,0,TRUE,FALSE,FALSE,FALSE,FALSE
359000,18,0.241117962,9218.94819,0,FALSE,FALSE,FALSE,FALSE,FALSE
359000,18,0.192629052,7158.01774,0,TRUE,FALSE,FALSE,FALSE,FALSE
359000,8,0.449355681,9331.608537,0,FALSE,FALSE,FALSE,FALSE,FALSE
359000,8,0.277894794,8477.396618,0,TRUE,FALSE,FALSE,FALSE,FALSE
359000,10,0.505390079,5164.02979,0,FALSE,FALSE,TRUE,FALSE,FALSE
359000,10,0.387295884,5962.824546,0,TRUE,FALSE,TRUE,FALSE,FALSE
359000,13,0.568202453,6187.150174,0,FALSE,FALSE,TRUE,FALSE,FALSE
359000,13,0.492496259,7521.649499,0,TRUE,FALSE,TRUE,FALSE,FALSE
359000,43,0.213209532,2036.742314,0,FALSE,FALSE,TRUE,FALSE,FALSE
359000,43,0.168639045,2600.095119,0,TRUE,FALSE,TRUE,FALSE,FALSE
359000,6,0.466077734,5067.838765,0,FALSE,FALSE,TRUE,FALSE,FALSE
359000,6,0.371245942,6148.195022,0,TRUE,FALSE,TRUE,FALSE,FALSE
359000,40,0.210125704,2814.955968,0,FALSE,FALSE,FALSE,FALSE,TRUE
359000,40,0.111458289,2514.177544,0,TRUE,FALSE,FALSE,FALSE,TRUE
428000,16,0.261339802,5361.643109,0,FALSE,FALSE,FALSE,FALSE,FALSE
428000,16,0.264634535,5784.394518,0,TRUE,FALSE,FALSE,FALSE,FALSE
428000,18,0.256016485,8276.446261,0,FALSE,FALSE,FALSE,FALSE,FALSE
428000,18,0.210387822,6829.568565,0,TRUE,FALSE,FALSE,FALSE,FALSE
428000,8,0.476782126,7708.11192,0,FALSE,FALSE,FALSE,FALSE,FALSE
428000,8,0.30131444,7234.81038,0,TRUE,FALSE,FALSE,FALSE,FALSE
428000,10,0.516163371,4345.072112,0,FALSE,FALSE,TRUE,FALSE,FALSE
428000,10,0.400750619,5081.01276,0,TRUE,FALSE,TRUE,FALSE,FALSE
428000,13,0.581100379,5269.901554,0,FALSE,FALSE,TRUE,FALSE,FALSE
428000,13,0.508648558,6436.970875,0,TRUE,FALSE,TRUE,FALSE,FALSE
428000,43,0.217198124,1754.776249,0,FALSE,FALSE,TRUE,FALSE,FALSE
428000,43,0.174403624,2198.82836,0,TRUE,FALSE,TRUE,FALSE,FALSE
428000,6,0.475524963,4414.742808,0,FALSE,FALSE,TRUE,FALSE,FALSE
428000,6,0.385188364,5291.635791,0,TRUE,FALSE,TRUE,FALSE,FALSE
428000,40,0.213500369,2528.710843,0,FALSE,FALSE,FALSE,FALSE,TRUE
428000,40,0.116812801,2155.93842,0,TRUE,FALSE,FALSE,FALSE,TRUE
510000,16,0.275287556,4531.284588,0,FALSE,FALSE,FALSE,FALSE,FALSE
510000,16,0.283424816,4838.7325,0,TRUE,FALSE,FALSE,FALSE,FALSE
510000,18,0.270521447,7479.663132,0,FALSE,FALSE,FALSE,FALSE,FALSE
510000,18,0.21389374,5865.959036,0,TRUE,FALSE,FALSE,FALSE,FALSE
510000,8,0.502189728,6286.906097,0,FALSE,FALSE,FALSE,FALSE,FALSE
510000,8,0.324710457,6099.921532,0,TRUE,FALSE,FALSE,FALSE,FALSE
510000,10,0.526364158,3667.976599,0,FALSE,FALSE,TRUE,FALSE,FALSE
510000,10,0.413945186,4328.799001,0,TRUE,FALSE,TRUE,FALSE,FALSE
510000,13,0.593714573,4509.755915,0,FALSE,FALSE,TRUE,FALSE,FALSE
510000,13,0.524458523,5521.639561,0,TRUE,FALSE,TRUE,FALSE,FALSE
510000,43,0.221067344,1521.285562,0,FALSE,FALSE,TRUE,FALSE,FALSE
510000,43,0.179965802,1862.165357,0,TRUE,FALSE,TRUE,FALSE,FALSE
510000,6,0.48515815,3871.572032,0,FALSE,FALSE,TRUE,FALSE,FALSE
510000,6,0.399025685,4551.748295,0,TRUE,FALSE,TRUE,FALSE,FALSE
510000,40,0.216805541,2302.764592,0,FALSE,FALSE,FALSE,FALSE,TRUE
510000,40,0.12181117,1850.123851,0,TRUE,FALSE,FALSE,FALSE,TRUE
607000,16,0.287969756,3828.01121,0,FALSE,FALSE,FALSE,FALSE,FALSE
607000,16,0.301583176,4012.06396,0,TRUE,FALSE,FALSE,FALSE,FALSE
607000,18,0.284510602,6844.716937,0,FALSE,FALSE,FALSE,FALSE,FALSE
607000,18,0.223181018,5370.53266,0,TRUE,FALSE,FALSE,FALSE,FALSE
607000,8,0.526021431,5039.076831,0,FALSE,FALSE,FALSE,FALSE,FALSE
607000,8,0.347140212,5090.030201,0,TRUE,FALSE,FALSE,FALSE,FALSE
607000,10,0.536035208,3118.008594,0,FALSE,FALSE,TRUE,FALSE,FALSE
607000,10,0.426879095,3699.60113,0,TRUE,FALSE,TRUE,FALSE,FALSE
607000,13,0.605948527,3887.494192,0,FALSE,FALSE,TRUE,FALSE,FALSE
607000,13,0.539848601,4758.298853,0,TRUE,FALSE,TRUE,FALSE,FALSE
607000,43,0.224792568,1324.333826,0,FALSE,FALSE,TRUE,FALSE,FALSE
607000,43,0.185176349,1581.097715,0,TRUE,FALSE,TRUE,FALSE,FALSE
607000,6,0.494213686,3412.367103,0,FALSE,FALSE,TRUE,FALSE,FALSE
607000,6,0.412436871,3916.278487,0,TRUE,FALSE,TRUE,FALSE,FALSE
607000,40,0.219982232,2120.062413,0,FALSE,FALSE,FALSE,FALSE,TRUE
607000,40,0.126582581,1593.813554,0,TRUE,FALSE,FALSE,FALSE,TRUE
724000,16,0.299323103,3237.98863,0,FALSE,FALSE,FALSE,FALSE,FALSE
724000,16,0.318686915,3290.701875,0,TRUE,FALSE,FALSE,FALSE,FALSE
724000,18,0.297777206,6314.769009,0,FALSE,FALSE,FALSE,FALSE,FALSE
724000,18,0.231467371,4953.331311,0,TRUE,FALSE,FALSE,FALSE,FALSE
724000,8,0.547861152,3980.951442,0,FALSE,FALSE,FALSE,FALSE,FALSE
724000,8,0.368456003,4205.948811,0,TRUE,FALSE,FALSE,FALSE,FALSE
724000,10,0.545713368,2665.507474,0,FALSE,FALSE,TRUE,FALSE,FALSE
724000,10,0.439441291,3164.995665,0,TRUE,FALSE,TRUE,FALSE,FALSE
724000,13,0.618382927,3367.67651,0,FALSE,FALSE,TRUE,FALSE,FALSE
724000,13,0.555242858,4115.193454,0,TRUE,FALSE,TRUE,FALSE,FALSE
724000,43,0.228386418,1162.45403,0,FALSE,FALSE,TRUE,FALSE,FALSE
724000,43,0.190117156,1345.736203,0,TRUE,FALSE,TRUE,FALSE,FALSE
724000,6,0.503759943,3029.954398,0,FALSE,FALSE,TRUE,FALSE,FALSE
724000,6,0.425998383,3382.215484,0,TRUE,FALSE,TRUE,FALSE,FALSE
724000,40,0.223249165,1978.897201,0,FALSE,FALSE,FALSE,FALSE,TRUE
724000,40,0.130867198,1377.690792,0,TRUE,FALSE,FALSE,FALSE,TRUE
862000,16,0.309046915,2762.037168,0,FALSE,FALSE,FALSE,FALSE,FALSE
862000,16,0.334205967,2687.308551,0,TRUE,FALSE,FALSE,FALSE,FALSE
862000,18,0.310423936,5999.765928,0,FALSE,FALSE,FALSE,FALSE,FALSE
862000,18,0.23892127,4663.890217,0,TRUE,FALSE,FALSE,FALSE,FALSE
862000,8,0.566618375,3117.860003,0,FALSE,FALSE,FALSE,FALSE,FALSE
862000,8,0.387638836,3462.020599,0,TRUE,FALSE,FALSE,FALSE,FALSE
862000,10,0.554921561,2301.405698,0,FALSE,FALSE,TRUE,FALSE,FALSE
862000,10,0.451759004,2722.302836,0,TRUE,FALSE,TRUE,FALSE,FALSE
862000,13,0.630856282,2946.329628,0,FALSE,FALSE,TRUE,FALSE,FALSE
862000,13,0.570433761,3588.516299,0,TRUE,FALSE,TRUE,FALSE,FALSE
862000,43,0.231854833,1028.759624,0,FALSE,FALSE,TRUE,FALSE,FALSE
862000,43,0.194764006,1156.249628,0,TRUE,FALSE,TRUE,FALSE,FALSE
862000,6,0.513416244,2713.147516,0,FALSE,FALSE,TRUE,FALSE,FALSE
862000,6,0.439319809,2934.472839,0,TRUE,FALSE,TRUE,FALSE,FALSE
862000,40,0.226511808,1868.593307,0,FALSE,FALSE,FALSE,FALSE,TRUE
862000,40,0.134815463,1205.664591,0,TRUE,FALSE,FALSE,FALSE,TRUE
9000,14,0.230781143,139851.1344,1,FALSE,TRUE,FALSE,FALSE,FALSE
9000,14,0.231180477,131962.7033,1,TRUE,TRUE,FALSE,FALSE,FALSE
9000,13,0.219237896,127833.3204,1,FALSE,FALSE,TRUE,FALSE,FALSE
9000,13,0.202980819,130951.3186,1,TRUE,FALSE,TRUE,FALSE,FALSE
9000,43,0.178451386,119461.2816,1,FALSE,FALSE,TRUE,FALSE,FALSE
9000,43,0.089274736,60175.59592,1,TRUE,FALSE,TRUE,FALSE,FALSE
9000,6,0.209113927,91338.08295,1,FALSE,FALSE,TRUE,FALSE,FALSE
9000,6,0.128559769,55541.17365,1,TRUE,FALSE,TRUE,FALSE,FALSE
9000,14,0.138024928,77594.59623,1,FALSE,FALSE,FALSE,TRUE,FALSE
9000,14,0.121404011,74834.18897,1,TRUE,FALSE,FALSE,TRUE,FALSE
9000,40,0.294863825,157062.8146,1,FALSE,FALSE,FALSE,FALSE,TRUE
9000,40,0.135275686,95003.08472,1,TRUE,FALSE,FALSE,FALSE,TRUE
11000,14,0.237131834,129776.9886,1,FALSE,TRUE,FALSE,FALSE,FALSE
11000,14,0.176737139,122252.3407,1,TRUE,TRUE,FALSE,FALSE,FALSE
11000,13,0.226071927,114745.2755,1,FALSE,FALSE,TRUE,FALSE,FALSE
11000,13,0.18325922,103868.6959,1,TRUE,FALSE,TRUE,FALSE,FALSE
11000,43,0.185880002,106088.4155,1,FALSE,FALSE,TRUE,FALSE,FALSE
11000,43,0.091841676,55513.38101,1,TRUE,FALSE,TRUE,FALSE,FALSE
11000,6,0.214218859,81696.06265,1,FALSE,FALSE,TRUE,FALSE,FALSE
11000,6,0.13101091,50639.80235,1,TRUE,FALSE,TRUE,FALSE,FALSE
11000,14,0.141792033,71987.29335,1,FALSE,FALSE,FALSE,TRUE,FALSE
11000,14,0.124689922,69881.51264,1,TRUE,FALSE,FALSE,TRUE,FALSE
11000,40,0.304566515,137482.2845,1,FALSE,FALSE,FALSE,FALSE,TRUE
11000,40,0.1399659,86273.39034,1,TRUE,FALSE,FALSE,FALSE,TRUE
13000,14,0.243237731,121988.981,1,FALSE,TRUE,FALSE,FALSE,FALSE
13000,14,0.182010227,115104.6921,1,TRUE,TRUE,FALSE,FALSE,FALSE
13000,13,0.23262387,104992.5437,1,FALSE,FALSE,TRUE,FALSE,FALSE
13000,13,0.188883809,96578.30914,1,TRUE,FALSE,TRUE,FALSE,FALSE
13000,43,0.192622526,96051.58282,1,FALSE,FALSE,TRUE,FALSE,FALSE
13000,43,0.094398963,52172.49135,1,TRUE,FALSE,TRUE,FALSE,FALSE
13000,6,0.219009271,74542.92732,1,FALSE,FALSE,TRUE,FALSE,FALSE
13000,6,0.133291229,47249.65009,1,TRUE,FALSE,TRUE,FALSE,FALSE
13000,14,0.145216459,67594.39098,1,FALSE,FALSE,FALSE,TRUE,FALSE
13000,14,0.128256671,66693.10747,1,TRUE,FALSE,FALSE,TRUE,FALSE
13000,40,0.313482827,122959.5219,1,FALSE,FALSE,FALSE,FALSE,TRUE
13000,40,0.144391879,79782.67457,1,TRUE,FALSE,FALSE,FALSE,TRUE
15000,14,0.249046692,115624.2772,1,FALSE,TRUE,FALSE,FALSE,FALSE
15000,14,0.2040517,109332.2519,1,TRUE,TRUE,FALSE,FALSE,FALSE
15000,13,0.23862712,97192.52553,1,FALSE,FALSE,TRUE,FALSE,FALSE
15000,13,0.19444474,90585.25726,1,TRUE,FALSE,TRUE,FALSE,FALSE
15000,43,0.198882883,87870.25673,1,FALSE,FALSE,TRUE,FALSE,FALSE
15000,43,0.0967182,49516.42568,1,TRUE,FALSE,TRUE,FALSE,FALSE
15000,6,0.223380735,68886.67888,1,FALSE,FALSE,TRUE,FALSE,FALSE
15000,6,0.135441125,44504.55221,1,TRUE,FALSE,TRUE,FALSE,FALSE
15000,14,0.14861007,63845.67357,1,FALSE,FALSE,FALSE,TRUE,FALSE
15000,14,0.131795823,63870.21092,1,TRUE,FALSE,FALSE,TRUE,FALSE
15000,40,0.321711917,111586.2238,1,FALSE,FALSE,FALSE,FALSE,TRUE
15000,40,0.148506082,74738.77395,1,TRUE,FALSE,FALSE,FALSE,TRUE
18000,14,0.257604722,108084.5038,1,FALSE,TRUE,FALSE,FALSE,FALSE
18000,14,0.198111822,105548.506,1,TRUE,TRUE,FALSE,FALSE,FALSE
18000,13,0.247121215,88037.70452,1,FALSE,FALSE,TRUE,FALSE,FALSE
18000,13,0.199821258,80576.83244,1,TRUE,FALSE,TRUE,FALSE,FALSE
18000,43,0.207517847,78405.08661,1,FALSE,FALSE,TRUE,FALSE,FALSE
18000,43,0.10025739,46395.01618,1,TRUE,FALSE,TRUE,FALSE,FALSE
18000,6,0.22956264,62190.90467,1,FALSE,FALSE,TRUE,FALSE,FALSE
18000,6,0.138532071,41474.59493,1,TRUE,FALSE,TRUE,FALSE,FALSE
18000,14,0.15346628,59535.95891,1,FALSE,FALSE,FALSE,TRUE,FALSE
18000,14,0.136828398,60626.3857,1,TRUE,FALSE,FALSE,TRUE,FALSE
18000,40,0.33306241,98484.17223,1,FALSE,FALSE,FALSE,FALSE,TRUE
18000,40,0.154487987,68734.84791,1,TRUE,FALSE,FALSE,FALSE,TRUE
22000,14,0.26862644,100235.1802,1,FALSE,TRUE,FALSE,FALSE,FALSE
22000,14,0.208581576,98717.94292,1,TRUE,TRUE,FALSE,FALSE,FALSE
22000,13,0.257489172,78876.61865,1,FALSE,FALSE,TRUE,FALSE,FALSE
22000,13,0.207459398,71650.46877,1,TRUE,FALSE,TRUE,FALSE,FALSE
22000,43,0.218103889,68710.40434,1,FALSE,FALSE,TRUE,FALSE,FALSE
22000,43,0.104942223,43041.1181,1,TRUE,FALSE,TRUE,FALSE,FALSE
22000,6,0.237177104,55398.83095,1,FALSE,FALSE,TRUE,FALSE,FALSE
22000,6,0.142413246,38411.27569,1,TRUE,FALSE,TRUE,FALSE,FALSE
22000,14,0.159633952,54771.65617,1,FALSE,FALSE,FALSE,TRUE,FALSE
22000,14,0.143965944,57546.72433,1,TRUE,FALSE,FALSE,TRUE,FALSE
22000,40,0.346558675,85351.37886,1,FALSE,FALSE,FALSE,FALSE,TRUE
